Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_Status,Booking_TS,Pickup_TS,Return_TS,Odo_Start,Odo_End,Fuel_Level,Rate,Promo_Code,City,GPS_Lat,GPS_Lon,Speed,Payment,Driver_License,Damage_Flag,Notes,Vehicle_ID_Invalid,Duration_Hours,Distance_Driven,Refuel_Event,Prev_Return,Overlap_Flag,Promo_Expiry,Promo_Status,Driver_Behavior,Total_Amount
RES-02226,CUST-0517,CAR-002,Toyota,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,37104.0,37104.0,0.75,1500.0,WELCOME5,Delhi,12.8973,77.6043,90.0,CARD,DL-6604XXXXXX,None,Low fuel warning observed,False,,0.0,No Refuel,,False,2026-01-31,Valid,Fast Driving,0.0
RES-03083,CUST-1704,CAR-002,Toyota,Completed,2025-04-01 00:07:00.000000,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,33094.0,33526.0,0.51,2300.0,SAVE50,Delhi,12.8997,77.6119,139.0,CARD,DL-6455XXXXXX,None,Vehicle returned late due to traffic,False,,432.0,No Refuel,,False,2026-06-30,Valid,Speeding,2714.0
RES-03309,CUST-0243,CAR-002,Toyota,Completed,2025-03-11 21:06:00.000000,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,41606.0,41887.0,0.3,1500.0,DISC20,Mumbai,12.9006,77.5858,53.0,CARD,DL-9194XXXXXX,Major,Low fuel warning observed,False,,281.0,Refueled,,False,2026-02-28,Valid,Normal Driving,1770.0
RES-03377,CUST-1190,CAR-002,Toyota,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,42283.0,42283.0,0.5,2300.0,NEW10,Bengaluru,12.8884,77.6118,106.0,CARD,DL-6729XXXXXX,None,Customer reported minor scratch on door,False,,0.0,Refueled,,False,,Invalid,Speeding,0.0
RES-01727,CUST-0544,CAR-003,Hatchback,No_Show,2025-01-07 03:01:00.000000,2025-01-08 03:01:00.000000,2025-04-30 11:06:41.938490,29649.0,30135.0,0.25,1800.0,NEW10,Chennai,12.8736,77.6005,21.0,CARD,DL-5405XXXXXX,None,AC performance slightly low,False,,486.0,No Refuel,,False,2026-03-31,Valid,Normal Driving,2124.0
RES-00677,CUST-0898,CAR-003,Hatchback,Cancelled,2025-02-04 06:40:00.000000,2025-02-05 06:40:00.000000,2025-07-02 22:40:00.000000,62121.0,62121.0,0.75,1800.0,DISC20,Mumbai,12.8888,77.6097,90.0,CARD,DL-3256XXXXXX,Minor,Interior cleaning required,False,3544.0,0.0,No Refuel,,False,2026-02-28,Valid,Fast Driving,0.0
RES-03945,CUST-0018,CAR-003,Hatchback,Cancelled,2025-02-17 16:14:00.000000,2025-02-18 16:14:00.000000,2025-04-30 11:06:41.938490,13203.0,13203.0,0.51,2000.0,SAVE50,Bengaluru,12.9041,77.5892,99.0,CASH,DL-1575XXXXXX,None,Car returned in good condition,False,,0.0,No Refuel,2025-07-02 22:40:00,True,2026-06-30,Valid,Fast Driving,0.0
RES-01852,CUST-0376,CAR-003,Hatchback,Cancelled,2025-04-02 09:44:00.000000,2025-04-03 09:44:00.000000,2025-04-30 11:06:41.938490,72332.0,72332.0,1.0,2000.0,SAVE50,Bengaluru,12.916,77.5763,65.0,CARD,DL-7114XXXXXX,None,Interior cleaning required,False,,0.0,Refueled,,False,2026-06-30,Valid,Normal Driving,0.0
RES-03585,CUST-0757,CAR-003,Hatchback,Completed,2025-04-18 11:19:54.565826,2025-06-01 13:09:00.000000,2025-04-30 11:06:41.938490,76958.0,77012.0,0.75,2500.0,WELCOME5,Chennai,12.9174,77.5941,128.0,CARD,DL-3869XXXXXX,Major,Customer requested early pickup,False,,54.0,No Refuel,,False,2026-01-31,Valid,Speeding,2950.0
RES-00789,CUST-0595,CAR-003,Hatchback,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,15242.0,15564.0,0.75,2500.0,WELCOME5,Bengaluru,12.8973,77.6121,135.0,CARD,DL-4293XXXXXX,Minor,Customer reported minor scratch on door,False,,322.0,No Refuel,,False,2026-01-31,Valid,Speeding,2950.0
RES-02231,CUST-1260,CAR-003,Hatchback,No_Show,2025-03-02 18:56:00.000000,2025-04-02 02:30:17.354033,2025-02-14 22:56:00.000000,47384.0,47445.0,0.51,1840.0,DISC20,Delhi,12.8885,77.6339,29.0,CARD,DL-8784XXXXXX,Major,AC performance slightly low,False,,61.0,No Refuel,,False,2026-02-28,Valid,Normal Driving,2171.2
RES-03108,CUST-1044,CAR-003,Hatchback,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,32711.0,32711.0,0.1,1500.0,NEW10,Bengaluru,12.8632,77.6018,84.0,CARD,DL-9787XXXXXX,None,Vehicle returned late due to traffic,False,,0.0,No Refuel,2025-02-14 22:56:00,False,2026-03-31,Valid,Fast Driving,0.0
RES-03637,CUST-0983,CAR-003,Hatchback,Completed,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,45785.0,45816.0,0.75,2000.0,SAVE50,Bengaluru,12.8664,77.5907,90.0,CARD,DL-7906XXXXXX,None,Vehicle returned late due to traffic,False,,31.0,Refueled,,False,2026-06-30,Valid,Unknown,2360.0
RES-01682,CUST-1203,CAR-005,SUV,Cancelled,2025-01-03 02:39:00.000000,2025-01-11 02:39:00.000000,2025-04-30 11:06:41.938490,28593.0,28593.0,0.1,2000.0,DISC20,Bengaluru,12.8686,77.5752,57.0,UPI,DL-8324XXXXXX,Minor,No Notes,False,,0.0,No Refuel,,False,2026-02-28,Valid,Normal Driving,0.0
RES-01987,CUST-1784,CAR-005,SUV,No_Show,2025-02-03 11:14:00.000000,2025-02-04 11:14:00.000000,2025-04-30 11:06:41.938490,13389.0,13404.0,0.5,1500.0,NEW10,Chennai,12.885,77.5849,90.0,CARD,DL-5196XXXXXX,Major,No Notes,False,,15.0,No Refuel,,False,2026-03-31,Valid,Unknown,1770.0
RES-04410,CUST-0570,CAR-005,SUV,Completed,2025-02-13 00:31:00.000000,2025-02-14 01:19:00.000000,2025-04-30 11:06:41.938490,61456.0,61863.0,0.5,1800.0,WELCOME5,Chennai,12.8832,77.5989,45.0,CASH,DL-1381XXXXXX,Major,AC performance slightly low,False,,407.0,No Refuel,,False,2026-01-31,Valid,Normal Driving,2124.0
RES-02002,CUST-0705,CAR-005,SUV,Completed,2025-02-21 06:58:00.000000,2025-02-22 06:58:00.000000,2025-04-30 11:06:41.938490,13088.0,13518.0,1.0,2300.0,NEW10,Mumbai,12.8995,77.6066,61.0,WALLET,DL-9852XXXXXX,Major,Low fuel warning observed,False,,430.0,No Refuel,,False,2026-03-31,Valid,Normal Driving,2714.0
RES-02263,CUST-0271,CAR-005,SUV,Cancelled,2025-02-25 21:47:00.000000,2025-03-03 21:47:00.000000,2025-04-30 11:06:41.938490,29372.0,29372.0,0.5,2000.0,NEW10,Mumbai,12.8875,77.6198,90.0,CARD,DL-6830XXXXXX,Major,Vehicle returned late due to traffic,False,,0.0,Refueled,,False,,Invalid,Fast Driving,0.0
RES-04421,CUST-1064,CAR-005,SUV,Completed,2025-04-18 11:19:54.565826,2025-05-19 20:52:00.000000,2025-04-30 11:06:41.938490,23203.0,23281.0,0.1,1500.0,DISC20,Chennai,12.908,77.6244,103.0,UPI,DL-7425XXXXXX,Minor,Tyre pressure alert during trip,False,,78.0,No Refuel,,False,2026-02-28,Valid,Speeding,1770.0
RES-00880,CUST-1173,CAR-005,SUV,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,48251.0,48347.0,0.75,1800.0,NEW10,Delhi,12.899,77.6145,29.0,CARD,DL-5903XXXXXX,Major,No Notes,False,,96.0,No Refuel,,False,,Invalid,Normal Driving,2124.0
RES-01223,CUST-0373,CAR-005,SUV,Cancelled,2025-02-02 14:07:00.000000,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,18880.0,18880.0,0.3,1835.27,SAVE50,Delhi,12.9266,77.6128,97.0,CARD,DL-3219XXXXXX,Major,Low fuel warning observed,False,,0.0,No Refuel,,False,2026-06-30,Valid,Fast Driving,0.0
RES-01860,CUST-1501,CAR-005,SUV,Completed,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,16015.0,16060.0,0.5,1500.0,WELCOME5,Delhi,12.9362,77.6117,90.0,CARD,DL-7260XXXXXX,Major,No Notes,False,,45.0,No Refuel,,False,2026-01-31,Valid,Unknown,1770.0
RES-03348,CUST-1032,CAR-005,SUV,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,41730.0,41730.0,1.0,2000.0,NEW10,Delhi,12.9147,77.6231,87.0,CARD,DL-5728XXXXXX,Major,Low fuel warning observed,False,,0.0,Refueled,,False,,Invalid,Fast Driving,0.0
RES-04457,CUST-0520,CAR-005,SUV,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,31387.0,31393.0,0.25,1500.0,NEW10,Delhi,12.9079,77.6102,90.0,UPI,DL-4605XXXXXX,Minor,No Notes,False,,6.0,No Refuel,,False,,Invalid,Unknown,1770.0
RES-01021,CUST-0191,CAR-006,Luxury,No_Show,2025-01-09 23:38:00.000000,2025-01-10 23:38:00.000000,2025-11-01 06:38:00.000000,79142.0,79379.0,0.75,1500.0,NEW10,Chennai,12.8936,77.5925,90.0,WALLET,DL-2519XXXXXX,Major,Tyre pressure alert during trip,False,7063.0,237.0,No Refuel,,False,,Invalid,Fast Driving,1770.0
RES-01163,CUST-0922,CAR-006,Luxury,No_Show,2025-02-01 09:12:00.000000,2025-02-02 09:12:00.000000,2025-04-02 20:25:00.000000,38337.0,38387.0,0.75,1800.0,WELCOME5,Bengaluru,12.8943,77.5836,90.0,CARD,DL-9110XXXXXX,None,Car returned in good condition,False,1427.22,50.0,No Refuel,2025-11-01 06:38:00,True,2026-01-31,Valid,Unknown,2124.0
RES-01544,CUST-1205,CAR-006,Luxury,Completed,2025-01-29 20:27:00.000000,2025-02-08 20:27:00.000000,2025-04-30 11:06:41.938490,61147.0,61544.0,0.75,1500.0,NEW10,Chennai,12.885,77.596,107.0,CARD,DL-1795XXXXXX,None,Navigation system malfunction reported,False,,397.0,No Refuel,2025-04-02 20:25:00,True,,Invalid,Speeding,1770.0
RES-03934,CUST-0077,CAR-006,Luxury,Completed,2025-04-18 11:19:54.565826,2025-06-13 22:13:00.000000,2025-04-30 11:06:41.938490,69738.0,70002.0,0.75,2300.0,NEW10,Bengaluru,12.8687,77.6024,47.0,CASH,DL-3126XXXXXX,Major,Tyre pressure alert during trip,False,,264.0,No Refuel,,False,2026-03-31,Valid,Normal Driving,2714.0
RES-02103,CUST-0049,CAR-006,Luxury,Cancelled,2025-04-18 11:19:54.565826,2025-06-22 15:41:00.000000,2025-04-30 11:06:41.938490,70254.0,70254.0,0.51,1500.0,WELCOME5,Delhi,12.8944,77.6245,65.0,CARD,DL-2080XXXXXX,Minor,Navigation system malfunction reported,False,,0.0,No Refuel,,False,2026-01-31,Valid,Normal Driving,0.0
RES-03653,CUST-0966,CAR-007,Toyota,Completed,2025-03-18 13:34:00.000000,2025-03-19 13:34:00.000000,2025-03-20 08:34:00.000000,66070.0,66201.0,0.51,1500.0,WELCOME5,Delhi,12.8987,77.6346,90.0,UPI,DL-5795XXXXXX,Major,Tyre pressure alert during trip,False,19.0,131.0,No Refuel,,False,2026-01-31,Valid,Fast Driving,1770.0
RES-01179,CUST-0839,CAR-007,Toyota,Cancelled,2025-04-12 08:42:00.000000,2025-04-13 08:42:00.000000,2025-04-30 11:06:41.938490,38007.0,38007.0,0.5,2000.0,WELCOME5,Mumbai,12.9297,77.6444,83.0,CASH,DL-8723XXXXXX,Minor,Customer satisfied with ride,False,,0.0,No Refuel,2025-03-20 08:34:00,False,2026-01-31,Valid,Fast Driving,0.0
RES-04478,CUST-1501,CAR-007,Toyota,Cancelled,2025-05-22 10:19:00.000000,2025-05-30 11:08:00.000000,2025-04-30 11:06:41.938490,51352.0,51352.0,1.0,1500.0,WELCOME5,Mumbai,12.9094,77.6294,90.0,CARD,DL-7260XXXXXX,Minor,Customer reported minor scratch on door,False,,0.0,Refueled,,False,2026-01-31,Valid,Fast Driving,0.0
RES-01590,CUST-0774,CAR-007,Toyota,Completed,2025-06-03 11:29:00.000000,2025-06-05 11:29:00.000000,2025-06-07 04:29:00.000000,58676.0,59121.0,1.0,1500.0,NEW10,Mumbai,12.9038,77.6179,90.0,CARD,DL-1299XXXXXX,None,Customer satisfied with ride,False,41.0,445.0,No Refuel,,False,2026-03-31,Valid,Fast Driving,1770.0
RES-03683,CUST-0830,CAR-008,Hatchback,Completed,2025-01-25 03:44:00.000000,2025-01-26 03:44:00.000000,2025-04-30 11:06:41.938490,28290.0,28387.0,0.5,1800.0,WELCOME5,Bengaluru,12.9019,77.6062,92.0,CASH,DL-8423XXXXXX,Major,No Notes,False,,97.0,Refueled,,False,2026-01-31,Valid,Fast Driving,2124.0
RES-02096,CUST-0739,CAR-008,Hatchback,Cancelled,2025-02-17 01:44:00.000000,2025-02-18 01:44:00.000000,2025-04-30 11:06:41.938490,18406.0,18406.0,0.3,2000.0,WELCOME5,Chennai,12.9043,77.6116,90.0,CARD,DL-1743XXXXXX,None,AC performance slightly low,False,,0.0,No Refuel,,False,2026-01-31,Valid,Unknown,0.0
RES-01368,CUST-0872,CAR-008,Hatchback,No_Show,2025-02-23 06:06:00.000000,2025-02-24 06:06:00.000000,2025-04-30 11:06:41.938490,45201.0,45357.0,0.3,1800.0,NEW10,Mumbai,12.8967,77.6123,23.0,WALLET,DL-5286XXXXXX,Minor,Interior cleaning required,False,,156.0,No Refuel,,False,,Invalid,Normal Driving,2124.0
RES-02888,CUST-0877,CAR-008,Hatchback,Completed,2025-03-05 09:57:00.000000,2025-03-06 09:57:00.000000,2025-04-30 11:06:41.938490,14977.0,15250.0,0.75,2000.0,NEW10,Bengaluru,12.884,77.6264,118.0,CASH,DL-6458XXXXXX,Minor,Navigation system malfunction reported,False,,273.0,No Refuel,,False,,Invalid,Speeding,2360.0
RES-02068,CUST-1015,CAR-008,Hatchback,No_Show,2025-03-11 18:00:00.000000,2025-03-12 18:00:00.000000,2025-04-30 11:06:41.938490,34123.0,34310.0,0.5,1500.0,NEW10,Mumbai,12.8925,77.6106,90.0,CASH,DL-4895XXXXXX,None,Tyre pressure alert during trip,False,,187.0,No Refuel,,False,2026-03-31,Valid,Fast Driving,1770.0
RES-02500,CUST-0212,CAR-008,Hatchback,No_Show,2025-03-21 23:29:00.000000,2025-03-22 23:29:00.000000,2025-04-30 11:06:41.938490,66046.0,66139.0,0.51,1500.0,NEW10,Delhi,12.8874,77.6213,90.0,WALLET,DL-6891XXXXXX,Major,Low fuel warning observed,False,,93.0,No Refuel,,False,,Invalid,Fast Driving,1770.0
RES-03248,CUST-1266,CAR-008,Hatchback,Cancelled,2025-04-18 11:19:54.565826,2025-06-17 21:45:00.000000,2025-04-30 11:06:41.938490,75353.0,75353.0,0.25,2300.0,SAVE50,Mumbai,12.8996,77.5989,79.0,CARD,DL-3015XXXXXX,None,Customer requested early pickup,False,,0.0,No Refuel,,False,2026-06-30,Valid,Normal Driving,0.0
RES-00084,CUST-0156,CAR-008,Hatchback,Completed,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,68302.0,68538.0,0.25,1500.0,WELCOME5,Bengaluru,12.8927,77.6081,90.0,CASH,DL-3523XXXXXX,Minor,Car returned in good condition,False,,236.0,No Refuel,,False,2026-01-31,Valid,Unknown,1770.0
RES-00457,CUST-1682,CAR-008,Hatchback,No_Show,2025-03-23 07:19:00.000000,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,12643.0,12734.0,0.51,1500.0,NEW10,Delhi,12.8981,77.6034,116.0,CASH,DL-5898XXXXXX,None,Interior cleaning required,False,,91.0,No Refuel,,False,,Invalid,Speeding,1770.0
RES-03814,CUST-1888,CAR-008,Hatchback,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,24345.0,24345.0,0.25,1835.27,WELCOME5,Mumbai,12.8845,77.6006,112.0,CASH,DL-3326XXXXXX,Minor,Car returned in good condition,False,,0.0,No Refuel,,False,2026-01-31,Valid,Speeding,0.0
RES-04344,CUST-1539,CAR-009,Creta,No_Show,2025-02-05 06:28:00.000000,2025-02-15 06:28:00.000000,2025-04-30 11:06:41.938490,12901.0,12905.0,0.1,1835.27,SAVE50,Mumbai,12.9048,77.6126,90.0,CASH,DL-9262XXXXXX,Major,Car returned in good condition,False,,4.0,No Refuel,,False,2026-06-30,Valid,Unknown,1393.02
RES-00498,CUST-1132,CAR-009,Creta,No_Show,2025-04-18 11:19:54.565826,2025-06-24 15:52:00.000000,2025-04-30 11:06:41.938490,11682.0,12045.0,0.3,2300.0,NEW10,Chennai,12.9147,77.6089,99.0,CARD,DL-6561XXXXXX,None,Low fuel warning observed,False,,363.0,No Refuel,,False,,Invalid,Fast Driving,2714.0
RES-00403,CUST-1681,CAR-009,Creta,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,44184.0,44651.0,1.0,1500.0,NEW10,Delhi,12.9085,77.6038,80.0,CARD,DL-8009XXXXXX,Minor,Car returned in good condition,False,,467.0,Refueled,,False,,Invalid,Normal Driving,1770.0
RES-01296,CUST-1321,CAR-009,Creta,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,51998.0,52483.0,0.51,2000.0,DISC20,Delhi,12.8965,77.5766,26.0,UPI,DL-7920XXXXXX,None,Customer requested early pickup,False,,485.0,No Refuel,,False,2026-02-28,Valid,Normal Driving,2360.0
RES-02903,CUST-1303,CAR-009,Creta,Completed,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,53744.0,54044.0,1.0,1500.0,NEW10,Mumbai,12.8974,77.5538,90.0,CASH,DL-3634XXXXXX,Minor,No Notes,False,,300.0,No Refuel,,False,2026-03-31,Valid,Unknown,1770.0
RES-03538,CUST-1941,CAR-009,Creta,Completed,2025-03-20 11:19:00.000000,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,35107.0,35423.0,0.1,2500.0,DISC20,Mumbai,12.9141,77.5695,65.0,CARD,DL-4614XXXXXX,None,Customer requested early pickup,False,,316.0,No Refuel,,False,2026-02-28,Valid,Normal Driving,2950.0
RES-02091,CUST-0310,CAR-010,Sedan,Completed,2025-03-01 23:28:00.000000,2025-03-02 23:28:00.000000,2025-03-04 13:28:00.000000,51859.0,52188.0,0.75,1840.0,SAVE50,Delhi,12.9108,77.5955,20.0,CARD,DL-7627XXXXXX,None,Vehicle returned late due to traffic,False,38.0,329.0,Refueled,,False,2026-06-30,Valid,Normal Driving,2171.2
RES-03724,CUST-0023,CAR-010,Sedan,Cancelled,2025-04-05 02:12:00.000000,2025-04-12 02:12:00.000000,2025-11-04 21:12:00.000000,22602.0,22602.0,0.51,2000.0,NEW10,Delhi,12.907,77.6074,90.0,CARD,DL-7956XXXXXX,Major,No Notes,False,4963.0,0.0,No Refuel,2025-03-04 13:28:00,False,2026-03-31,Valid,Unknown,0.0
RES-00339,CUST-1270,CAR-010,Sedan,Completed,2025-04-18 11:19:54.565826,2025-04-20 19:25:00.000000,2025-04-30 11:06:41.938490,15111.0,15127.0,0.51,1500.0,DISC20,Mumbai,12.9026,77.6089,48.0,CARD,DL-7942XXXXXX,Major,Low fuel warning observed,False,,16.0,No Refuel,2025-11-04 21:12:00,True,2026-02-28,Valid,Normal Driving,1770.0
RES-04387,CUST-0081,CAR-010,Sedan,Completed,2025-04-18 11:19:54.565826,2025-04-27 14:14:00.000000,2025-04-30 11:06:41.938490,34051.0,34468.0,0.25,1500.0,SAVE50,Delhi,12.8995,77.5874,129.0,CASH,DL-3155XXXXXX,Minor,AC performance slightly low,False,,417.0,No Refuel,,False,2026-06-30,Valid,Speeding,1770.0
RES-00962,CUST-0614,CAR-010,Sedan,Completed,2025-04-18 11:19:54.565826,2025-06-02 20:29:00.000000,2025-06-02 23:29:00.000000,11555.0,11908.0,0.75,1500.0,WELCOME5,Delhi,12.8979,77.6035,119.0,WALLET,DL-8050XXXXXX,Major,No Notes,False,3.0,353.0,No Refuel,,False,2026-01-31,Valid,Speeding,1770.0
RES-01889,CUST-1361,CAR-010,Sedan,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-24 06:09:00.000000,59819.0,59819.0,0.1,1500.0,SAVE50,Bengaluru,12.8818,77.5858,60.0,UPI,DL-6181XXXXXX,Minor,Customer satisfied with ride,False,,0.0,No Refuel,2025-06-02 23:29:00,False,2026-06-30,Valid,Normal Driving,0.0
RES-02375,CUST-0328,CAR-010,Sedan,Cancelled,2025-01-02 08:55:00.000000,2025-04-02 02:30:17.354033,2025-01-06 18:55:00.000000,32490.0,32490.0,0.5,2000.0,WELCOME5,Mumbai,12.9004,77.6058,90.0,UPI,DL-3101XXXXXX,None,Vehicle returned late due to traffic,False,,0.0,No Refuel,2025-04-24 06:09:00,False,2026-01-31,Valid,Fast Driving,0.0
RES-03243,CUST-1164,CAR-010,Sedan,Cancelled,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-06-05 12:01:00.000000,46923.0,46923.0,0.5,1835.27,DISC20,Delhi,12.8874,77.5815,124.0,UPI,DL-2242XXXXXX,Major,Car returned in good condition,False,,0.0,Refueled,2025-01-06 18:55:00,False,2026-02-28,Valid,Speeding,0.0
RES-03776,CUST-0430,CAR-010,Sedan,No_Show,2025-04-01 02:30:17.354033,2025-04-02 02:30:17.354033,2025-04-30 11:06:41.938490,65131.0,65624.0,0.25,1835.27,NEW10,Delhi,12.8858,77.5812,27.0,CARD,DL-2967XXXXXX,Minor,No Notes,False,,493.0,Refueled,2025-06-05 12:01:00,False,2026-03-31,Valid,Normal Driving,1393.02
RES-03511,CUST-0611,CAR-011,Luxury,No_Show,2025-01-19 18:05:00.000000,2025-01-20 18:05:00.000000,2025-04-30 11:06:41.938490,39108.0,39574.0,0.25,1500.0,NEW10,Chennai,12.8831,77.5567,90.0,CASH,DL-9635XXXXXX,None,No Notes,False,,466.0,No Refuel,,False,2026-03-31,Valid,Fast Driving,1770.0
RES-01711,CUST-1428,CAR-011,Luxury,No_Show,2025-01-29 05:28:00.000000,2025-01-30 05:28:00.000000,2025-04-30 11:06:41.938490,65201.0,65318.0,0.5,1800.0,WELCOME5,Delhi,12.9062,77.562,30.0,CASH,DL-7094XXXXXX,Major,Customer reported minor scratch on door,False,,117.0,Refueled,,False,2026-01-31,Valid,Normal Driving,2124.0
RES-00858,CUST-0418,CAR-011,Luxury,Completed,2025-05-09 14:08:00.000000,2025-05-10 14:08:00.000000,2025-04-30 11:06:41.938490,66761.0,67129.0,0.75,1800.0,NEW10,Delhi,12.9203,77.5747,90.0,CARD,DL-9354XXXXXX,None,No Notes,False,,368.0,Refueled,,False,,Invalid,Unknown,2124.0
